S. No.,area_type,availability,location,size,society,total_sqft,bath,balcony,price,bedrooms
10869,Super built-up  Area,Ready To Move,Subramanyapura,2 BHK,Prldsri,929,1.0,2.0,5100000,2.0
10870,Built-up  Area,Ready To Move,Kundalahalli,2 BHK,,1065,2.0,1.0,7000000,2.0
10871,Super built-up  Area,20-Jun,Budigere,2 BHK,Brstaue,1150 - 1194,2.0,0.0,5672500,2.0
10872,Super built-up  Area,Ready To Move,Lakshmiamma Garden,3 BHK,,3000,3.0,1.0,26500000,3.0
10873,Super built-up  Area,18-Apr,Electronic City,2 BHK,,1020,2.0,1.0,3027000,2.0
10874,Super built-up  Area,Ready To Move,Gunjur,3 BHK,DSerste,1362,3.0,1.0,6263000,3.0
10875,Super built-up  Area,Ready To Move,Yeshwanthpur,1 BHK,IBityin,672,1.0,1.0,3685000,1.0
10876,Super built-up  Area,Ready To Move,Brookefield,3 BHK,Stlomg ,1746,3.0,3.0,11500000,3.0
10877,Built-up  Area,18-Dec,Electronic City,2 BHK,,1025,2.0,1.0,2960000,2.0
10878,Super built-up  Area,Ready To Move,Harlur,2 BHK,SrEndPo,1532,2.0,1.0,6500000,2.0
10879,Super built-up  Area,Ready To Move,Guni Agrahara,3 BHK,,1200,2.0,2.0,12000000,3.0
10880,Super built-up  Area,Ready To Move,Ganga Nagar,2 BHK,AlourAr,1250,2.0,2.0,6500000,2.0
10881,Super built-up  Area,Ready To Move,Thanisandra,2 BHK,SLaceda,1188,2.0,1.0,3900000,2.0
10882,Built-up  Area,19-Oct,Whitefield,4 Bedroom,NVaree ,3565,4.0,0.0,21800000,4.0
10883,Super built-up  Area,19-Jan,Marathahalli,2 BHK,PrensKe,1170,2.0,2.0,8500000,2.0
10884,Super built-up  Area,Ready To Move,BEL Road,3 BHK,,1800,3.0,2.0,15000000,3.0
10885,Plot  Area,Ready To Move,Madavara,2 Bedroom,,1000,2.0,1.0,3500000,2.0
10886,Plot  Area,Ready To Move,Cooke Town,3 Bedroom,,2600,3.0,1.0,37500000,3.0
10887,Plot  Area,Ready To Move,Nagarbhavi,5 Bedroom,,1200,4.0,3.0,24000000,5.0
10888,Super built-up  Area,Ready To Move,Kasturi Nagar,4 BHK,Radenta,2507,4.0,2.0,15500000,4.0
10889,Super built-up  Area,Ready To Move,Babusapalaya,2 BHK,ARngsd ,1061,2.0,1.0,3400000,2.0
10890,Super built-up  Area,Ready To Move,KR Puram,2 BHK,,1290,2.0,2.0,6900000,2.0
10891,Super built-up  Area,Ready To Move,Sarjapur,2 BHK,,1200,2.0,1.0,4260000,2.0
10892,Super built-up  Area,18-May,Bharathi Nagar,2 BHK,,1120,2.0,2.0,3929000,2.0
10893,Super built-up  Area,Ready To Move,Electronic City,1 BHK,,418,1.0,1.0,1200000,1.0
10894,Super built-up  Area,Ready To Move,Sarjapur,3 BHK,Sondaka,1333,3.0,1.0,5000000,3.0
10895,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Klark L,1691,3.0,2.0,11900000,3.0
10896,Super built-up  Area,19-Dec,Thanisandra,1 BHK,Cotaror,684 - 810,1.0,0.0,3435499,1.0
10897,Super built-up  Area,Ready To Move,Koramangala,3 BHK,,1700,3.0,3.0,25000000,3.0
10898,Super built-up  Area,19-May,Thanisandra,3 BHK,G conTh,2030,4.0,1.0,12500000,3.0
10899,Super built-up  Area,18-Mar,Balagere,2 BHK,Soresea,1012,2.0,1.0,7000000,2.0
10900,Carpet  Area,Ready To Move,Kudlu,3 BHK,,1245,2.0,1.0,6000000,3.0
10901,Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Eladero,1765,3.0,2.0,11800000,3.0
10902,Super built-up  Area,Ready To Move,Gottigere,2 BHK,Srtusi ,1110,2.0,2.0,3625000,2.0
10903,Built-up  Area,Ready To Move,Akash Nagar,2 BHK,,967,2.0,1.0,4780000,2.0
10904,Super built-up  Area,Ready To Move,Sarjapur,2 BHK,Peles P,1044,2.0,2.0,3600000,2.0
10905,Super built-up  Area,Ready To Move,Brookefield,3 BHK,Baentgi,1518,3.0,3.0,8000000,3.0
10906,Super built-up  Area,Ready To Move,KR Puram,3 BHK,SLontel,1300,2.0,2.0,5700000,3.0
10907,Super built-up  Area,Ready To Move,Seetharampalya,3 BHK,Sapazta,1798,3.0,3.0,7300000,3.0
10908,Carpet  Area,Ready To Move,KR Puram,2 BHK,Jahidva,866.28,2.0,0.0,3638000,2.0
10909,Super built-up  Area,18-Feb,Whitefield,4 BHK,BrlisCo,3410,5.0,3.0,25300000,4.0
10910,Super built-up  Area,Ready To Move,Singasandra,2 BHK,EAvarum,1179,2.0,2.0,5600000,2.0
10911,Super built-up  Area,Ready To Move,Rajaji Nagar,5 BHK,PhestOn,3600,5.0,,51000000,5.0
10912,Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,Aklia R,1125,2.0,1.0,4800000,2.0
10913,Super built-up  Area,Ready To Move,Cambridge Layout,3 BHK,,2098,3.0,1.0,21000000,3.0
10914,Super built-up  Area,Ready To Move,3rd Phase JP Nagar,3 BHK,,2400,3.0,1.0,27000000,3.0
10915,Built-up  Area,Ready To Move,Haralur Road,3 BHK,,1976,3.0,2.0,9200000,3.0
10916,Built-up  Area,Ready To Move,5th Phase JP Nagar,2 BHK,Niaveha,1190,2.0,2.0,6180000,2.0
10917,Super built-up  Area,Ready To Move,cooketown,3 BHK,,1800,3.0,3.0,19200000,3.0
10918,Super built-up  Area,19-Sep,Jakkur,3 BHK,Ceezey ,1761,3.0,1.0,8452000,3.0
10919,Super built-up  Area,Ready To Move,Cooke Town,3 BHK,,1700,3.0,3.0,12000000,3.0
10920,Built-up  Area,Ready To Move,Ramamurthy Nagar,4 Bedroom,,900,4.0,1.0,7000000,4.0
10921,Super built-up  Area,18-Apr,Electronic City,2 BHK,Prarkun,1128,2.0,1.0,6480000,2.0
10922,Super built-up  Area,Ready To Move,5th Stage BEML Layout,3 BHK,,2000,3.0,2.0,8500000,3.0
10923,Built-up  Area,18-Dec,Electronic City,3 BHK,,1220,2.0,1.0,3525000,3.0
10924,Super built-up  Area,19-Jan,Shauhardha Layout,1 BHK,Ardaseo,509,1.0,1.0,2000000,1.0
10925,Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,SoechHa,1852,4.0,2.0,12200000,3.0
10926,Super built-up  Area,20-Dec,Varthur,2 BHK,Myple M,1045,2.0,1.0,4065000,2.0
10927,Super built-up  Area,Ready To Move,Kaverappa Layout,4 BHK,Varve R,3535,4.0,2.0,21500000,4.0
10928,Super built-up  Area,Ready To Move,Marathahalli,2 BHK,,1102,2.0,2.0,5367000,2.0
10929,Super built-up  Area,Ready To Move,Omkar Nagar,4 BHK,Shinei ,1800,3.0,2.0,8200000,4.0
10930,Super built-up  Area,Ready To Move,Hebbal Kempapura,3 BHK,,1436,2.0,2.0,7500000,3.0
10931,Super built-up  Area,Ready To Move,Chikkadunnasandra,3 BHK,Kr 10Ca,1397,2.0,,5200000,3.0
10932,Super built-up  Area,Ready To Move,Kothanur,2 BHK,,1140,2.0,2.0,5600000,2.0
10933,Super built-up  Area,20-Jan,Balagere,1 BHK,Soresea,645,1.0,1.0,5500000,1.0
10934,Plot  Area,Ready To Move,Bank Of Baroda Colony,5 Bedroom,,2350,5.0,,32500000,5.0
10935,Plot  Area,18-May,Nagarbhavi,3 Bedroom,,1200,3.0,2.0,22500000,3.0
10936,Carpet  Area,Ready To Move,Bhoopsandra,3 BHK,E onsg ,2050,3.0,2.0,13500000,3.0
10937,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,DSndsod,1335,2.0,1.0,9500000,2.0
10938,Plot  Area,Ready To Move,Thirumenahalli,2 Bedroom,,2100,1.0,1.0,20000000,2.0
10939,Super built-up  Area,18-Dec,Hebbal,3 BHK,Magiaya,1255,3.0,2.0,7768000,3.0
10940,Super built-up  Area,Ready To Move,Thanisandra,2 BHK,SLaceda,1140,2.0,1.0,5900000,2.0
10941,Super built-up  Area,Ready To Move,Hosakerehalli,3 BHK,Taonte ,2376,3.0,1.0,24000000,3.0
10942,Super built-up  Area,19-Mar,Thanisandra,1 BHK,Bhe 2ko,663,1.0,1.0,4600000,1.0
10943,Super built-up  Area,Ready To Move,Victoria Layout,2 BHK,,1276,2.0,0.0,14600000,2.0
10944,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,JRrnauv,1450,3.0,3.0,6090000,3.0
10945,Super built-up  Area,Ready To Move,Kodichikkanahalli,3 BHK,,1400,3.0,3.0,6600000,3.0
10946,Super built-up  Area,17-Oct,Divya Unnathi Layout,2 BHK,,1339,2.0,1.0,5356000,2.0
10947,Built-up  Area,18-Dec,Electronic City,3 BHK,,1220,2.0,1.0,3522999,3.0
10948,Built-up  Area,Ready To Move,Malleshwaram,3 BHK,Sariaat,2200,3.0,2.0,27500000,3.0
10949,Built-up  Area,Ready To Move,Harohalli,2 BHK,,1305,2.0,2.0,5200000,2.0
10950,Built-up  Area,Ready To Move,Green Glen Layout,3 BHK,Sravea ,1740,3.0,3.0,8000000,3.0
10951,Super built-up  Area,Ready To Move,Anekal,2 BHK,,680,1.0,1.0,2100000,2.0
10952,Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,,1154,2.0,2.0,4700000,2.0
10953,Built-up  Area,Ready To Move,Munnekollal,2 BHK,,1200,2.0,2.0,4000000,2.0
10954,Super built-up  Area,Ready To Move,Hennur,2 BHK,,1155,2.0,2.0,5450000,2.0
10955,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Shthi S,1525,2.0,3.0,6300000,3.0
10956,Built-up  Area,Ready To Move,Giri Nagar,1 Bedroom,,600,1.0,1.0,12500000,1.0
10957,Super built-up  Area,19-Dec,Hebbal,4 BHK,Raard B,2470,5.0,2.0,19200000,4.0
10958,Super built-up  Area,Ready To Move,Padmanabhanagar,2 BHK,,1100,2.0,1.0,6000000,2.0
10959,Super built-up  Area,Ready To Move,Hormavu,2 BHK,Savar S,1250,2.0,2.0,6500000,2.0
10960,Super built-up  Area,Ready To Move,Kothanur,2 BHK,YMhenLi,1400,2.0,1.0,7000000,2.0
10961,Super built-up  Area,Ready To Move,Ittamadu,3 BHK,Naory G,1600,3.0,2.0,10000000,3.0
10962,Built-up  Area,Ready To Move,Electronic City,2 BHK,GMown E,1060,2.0,1.0,5500000,2.0
10963,Super built-up  Area,Ready To Move,Horamavu Banaswadi,2 BHK,,1272,2.0,2.0,5000000,2.0
10964,Super built-up  Area,19-Jul,Kanakpura Road,2 BHK,Soazak ,1296,2.0,2.0,10500000,2.0
10965,Built-up  Area,Ready To Move,Dollars Colony,4 BHK,,2100,3.0,2.0,28000000,4.0
10966,Super built-up  Area,Ready To Move,Karuna Nagar,3 BHK,AjityIn,1945,3.0,3.0,11500000,3.0
10967,Super built-up  Area,19-Nov,Chandapura,3 BHK,,1033,2.0,2.0,3047000,3.0
10968,Super built-up  Area,Ready To Move,Stage-4 Bommanahalli,3 BHK,Pantsce,2300,2.0,,6900000,3.0
10969,Super built-up  Area,18-Aug,Gunjur Palya,2 BHK,,1235,2.0,2.0,5276000,2.0
10970,Super built-up  Area,Ready To Move,3rd Block Koramangala,3 BHK,Aplanje,2100,3.0,1.0,27000000,3.0
10971,Super built-up  Area,Ready To Move,2nd Phase JP Nagar,2 BHK,Sharlth,850,2.0,1.0,4250000,2.0
10972,Super built-up  Area,Ready To Move,Subramanyapura,3 BHK,Mayne A,1880,3.0,2.0,11000000,3.0
10973,Super built-up  Area,20-May,1st Block Jayanagar,4 BHK,,2450,4.0,2.0,36800000,4.0
10974,Super built-up  Area,Ready To Move,Kenchenahalli,2 BHK,Unateit,1060,2.0,2.0,5200000,2.0
10975,Super built-up  Area,Ready To Move,Hennur Road,3 BHK,SaireSa,2041,3.0,3.0,13800000,3.0
10976,Built-up  Area,Ready To Move,Hulimavu,2 Bedroom,,1050,2.0,2.0,12500000,2.0
10977,Super built-up  Area,Ready To Move,Vasanthapura,2 BHK,,1037,2.0,1.0,3628000,2.0
10978,Built-up  Area,21-Dec,"Electronic city phase 1, ",2 BHK,,1150,2.0,1.0,3900000,2.0
10979,Super built-up  Area,Ready To Move,LB Shastri Nagar,2 BHK,MCrds S,1184,2.0,1.0,6200000,2.0
10980,Built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,,1680,3.0,2.0,12600000,3.0
10981,Super built-up  Area,18-Apr,Thanisandra,3 BHK,Bhe 2ko,1411,3.0,2.0,10000000,3.0
10982,Plot  Area,Ready To Move,Hosa Road,5 Bedroom,,900,5.0,0.0,5500000,5.0
10983,Super built-up  Area,21-Dec,Kanakpura Road,2 BHK,,900,2.0,2.0,4100000,2.0
10984,Built-up  Area,Ready To Move,Jakkur Plantation,4 BHK,,3500,4.0,3.0,32000000,4.0
10985,Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Soitya ,1702,3.0,2.0,12000000,3.0
10986,Super built-up  Area,Ready To Move,Yelahanka,2 BHK,BKideor,1185,2.0,2.0,4500000,2.0
10987,Super built-up  Area,21-Jan,Kanakpura Road,3 BHK,PrarePa,1300,3.0,1.0,6400000,3.0
10988,Super built-up  Area,Ready To Move,Lavakusha Nagar,3 BHK,Vanusn ,1545,3.0,2.0,6500000,3.0
10989,Super built-up  Area,Ready To Move,6th Phase JP Nagar,3 BHK,NCierar,1515,2.0,2.0,13500000,3.0
10990,Super built-up  Area,Ready To Move,Jigani,3 BHK,DLhtsen,1300,3.0,3.0,5500000,3.0
10991,Super built-up  Area,Ready To Move,JP Nagar,2 BHK,,1107,2.0,1.0,5700000,2.0
10992,Super built-up  Area,Ready To Move,Old Madras Road,3 BHK,Brglede,1720,3.0,2.0,10600000,3.0
10993,Super built-up  Area,Ready To Move,Kuvempu Nagar,3 BHK,Srersas,1540,3.0,2.0,15000000,3.0
10994,Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,,1000,2.0,1.0,4450000,2.0
10995,Super built-up  Area,21-Dec,Electronic City,1 BHK,KonteiT,710,1.0,1.0,4042000,1.0
10996,Super built-up  Area,Ready To Move,Thanisandra,2 BHK,SLaceda,1100,2.0,1.0,3800000,2.0
10997,Built-up  Area,Ready To Move,Sri Balaji Krupa Layout,4 Bedroom,KrodsNo,3200,4.0,0.0,27000000,4.0
10998,Plot  Area,Ready To Move,Domlur Layout,2 Bedroom,,900,2.0,2.0,16000000,2.0
10999,Built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,Saavenc,1250,2.0,0.0,4800000,2.0
11000,Built-up  Area,Ready To Move,Kaggadasapura,5 Bedroom,,2400,4.0,3.0,13000000,5.0
11001,Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,Sonosty,1584.01,3.0,1.0,10400000,3.0
11002,Plot  Area,Ready To Move,Vasanth nagar,4 Bedroom,,875,4.0,0.0,15000000,4.0
11003,Plot  Area,Ready To Move,Kammasandra,4 Bedroom,,1200,6.0,3.0,6000000,4.0
11004,Super built-up  Area,Ready To Move,Kaggadasapura,3 BHK,SrncyRe,1485,2.0,2.0,7000000,3.0
11005,Built-up  Area,Ready To Move,Hennur Road,3 BHK,Maity W,1100,2.0,1.0,7800000,3.0
11006,Super built-up  Area,18-Mar,8th Phase JP Nagar,2 BHK,,1245,2.0,1.0,5900000,2.0
11007,Built-up  Area,19-Dec,Hennur Road,4 Bedroom,Ciris P,1880,4.0,0.0,15400000,4.0
11008,Super built-up  Area,20-Jul,Frazer Town,3 BHK,,2214,3.0,3.0,35000000,3.0
11009,Built-up  Area,18-Jun,Anathanagar,2 BHK,,1050,2.0,2.0,4500000,2.0
11010,Plot  Area,Ready To Move,Vishveshwarya Layout,4 Bedroom,,600,4.0,2.0,9500000,4.0
11011,Super built-up  Area,19-Jul,Bannerghatta Road,3 BHK,Uncioe ,1640,3.0,2.0,10500000,3.0
11012,Super built-up  Area,Ready To Move,Basavanapura,2 BHK,Papusa ,1165,2.0,1.0,6500000,2.0
11013,Built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,MMowsik,1110,2.0,1.0,4300000,2.0
11014,Super built-up  Area,Ready To Move,vinayakanagar,7 BHK,,1200,5.0,2.0,20000000,7.0
11015,Built-up  Area,Ready To Move,St. John's Road,4 BHK,Soy 1Iv,4000,4.0,2.0,63000000,4.0
11016,Built-up  Area,Ready To Move,Uttarahalli,4 Bedroom,,4500,4.0,0.0,15000000,4.0
11017,Plot  Area,Ready To Move,Jaraganahalli Jp Nagar Post,4 Bedroom,,600,4.0,3.0,6500000,4.0
11018,Super built-up  Area,Ready To Move,Haralur Road,2 BHK,NDionas,1300,2.0,2.0,7500000,2.0
11019,Plot  Area,Ready To Move,adigondanhalli,2 Bedroom,,1200,1.0,0.0,4200000,2.0
11020,Plot  Area,Immediate Possession,Yelahanka,,Saaveha,1200 - 1800,,,1275000,
11021,Super built-up  Area,18-Aug,Hennur Road,2 BHK,Puachal,1232,2.0,1.0,6961000,2.0
11022,Super built-up  Area,Ready To Move,Jalahalli,3 BHK,,1704,3.0,2.0,9436000,3.0
11023,Built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,,1275,2.0,2.0,8800000,3.0
11024,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,GCiewty,1222,2.0,1.0,6800000,3.0
11025,Super built-up  Area,Ready To Move,Varthur,2 BHK,MKllei ,1155,2.0,2.0,3900000,2.0
11026,Super built-up  Area,18-Apr,Electronic City,2 BHK,,1000,2.0,1.0,2995000,2.0
11027,Super built-up  Area,Ready To Move,Horamavu Banaswadi,2 BHK,Bhave E,1200,2.0,1.0,4500000,2.0
11028,Super built-up  Area,19-Dec,Yelahanka,3 BHK,Goues A,1517,3.0,2.0,7128000,3.0
11029,Super built-up  Area,18-May,Horamavu Agara,2 BHK,,1166,2.0,1.0,3729000,2.0
11030,Built-up  Area,Ready To Move,Electronic City,2 BHK,Itelaa ,870,2.0,2.0,2400000,2.0
11031,Super built-up  Area,Ready To Move,5th Phase JP Nagar,5 BHK,,4000,5.0,2.0,17000000,5.0
11032,Plot  Area,Ready To Move,Rajaji Nagar,4 Bedroom,,1350,4.0,1.0,23000000,4.0
11033,Super built-up  Area,Ready To Move,Yelahanka,4 BHK,Niareum,3019,6.0,,19000000,4.0
11034,Super built-up  Area,Ready To Move,Whitefield,3 BHK,SearkHy,1345,3.0,1.0,5800000,3.0
11035,Plot  Area,Ready To Move,Dommasandra,3 Bedroom,,900,3.0,1.0,7500000,3.0
11036,Super built-up  Area,Ready To Move,EPIP Zone,4 BHK,AkoreEn,3800,5.0,2.0,17000000,4.0
11037,Super built-up  Area,Ready To Move,Chandapura,3 BHK,,971,2.0,2.0,3800000,3.0
11038,Super built-up  Area,Ready To Move,Hennur,2 BHK,Shateor,1255,2.0,1.0,5232000,2.0
11039,Built-up  Area,Ready To Move,EPIP Zone,2 BHK,Loe 1st,1810,2.0,2.0,6500000,2.0
11040,Built-up  Area,Ready To Move,"Whitefield, ",2 BHK,,1300,2.0,1.0,5800000,2.0
11041,Super built-up  Area,Ready To Move,Thanisandra,2 BHK,MenueNo,1185,2.0,2.0,4500000,2.0
11042,Super built-up  Area,Ready To Move,Pattandur Agrahara,2 BHK,ShaleSp,1350,2.0,3.0,6800000,2.0
11043,Super built-up  Area,20-Jun,Budigere,3 BHK,Brstaue,1510 - 1670,3.0,0.0,7616000,3.0
11044,Super built-up  Area,Ready To Move,Thyagaraja Nagar,7 BHK,,3000,6.0,3.0,18000000,7.0
11045,Plot  Area,Ready To Move,Brookefield,4 Bedroom,,1560,3.0,2.0,14900000,4.0
11046,Super built-up  Area,Ready To Move,Somasundara Palya,3 BHK,ManceEl,1650,3.0,,12600000,3.0
11047,Super built-up  Area,Ready To Move,Off Bannergatta Road,3 BHK,,1645,3.0,2.0,8700000,3.0
11048,Super built-up  Area,Ready To Move,Hennur Road,3 BHK,ChionCo,1748,3.0,,10300000,3.0
11049,Plot  Area,18-Nov,Channasandra,3 Bedroom,,1200,3.0,1.0,6777000,3.0
11050,Built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,Rooodre,1170,2.0,3.0,5000000,2.0
11051,Built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,Saitya ,3420,4.0,2.0,22500000,4.0
11052,Built-up  Area,Ready To Move,Hulimavu,3 BHK,Naepa D,1320,2.0,2.0,6500000,3.0
11053,Super built-up  Area,18-Jul,Bhoganhalli,3 BHK,Rosha I,1610,3.0,2.0,8453000,3.0
11054,Super built-up  Area,Ready To Move,Frazer Town,3 BHK,Bamita ,1870,3.0,3.0,18000000,3.0
11055,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Mades G,1510,2.0,1.0,11000000,3.0
11056,Built-up  Area,Ready To Move,Kammagondahalli,6 Bedroom,,2700,7.0,3.0,11000000,6.0
11057,Super built-up  Area,Ready To Move,Kanakapura  Rod,3 BHK,,1305,2.0,1.0,4568000,3.0
11058,Super built-up  Area,Ready To Move,Mahadevpura,3 BHK,Neisei ,1500,2.0,1.0,7000000,3.0
11059,Super built-up  Area,Ready To Move,Indira Nagar,2 BHK,Goareir,1149,2.0,1.0,13000000,2.0
11060,Built-up  Area,Ready To Move,Thanisandra,4 BHK,Bhmesy ,1948,4.0,2.0,12900000,4.0
11061,Plot  Area,Ready To Move,Margondanahalli,3 Bedroom,,1448,3.0,1.0,7000000,3.0
11062,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,SJityaz,1242,2.0,1.0,7800000,2.0
11063,Super built-up  Area,Ready To Move,Sonnenahalli,2 BHK,Skacak ,1268,2.0,1.0,5800000,2.0
11064,Super built-up  Area,Ready To Move,Ramamurthy Nagar,2 BHK,Saoneil,1101,2.0,1.0,5000000,2.0
11065,Super built-up  Area,Ready To Move,Kallumantapa,2 BHK,Bhmesa ,1255,2.0,3.0,6500000,2.0
11066,Super built-up  Area,Ready To Move,Gunjur,3 BHK,DSerste,1362,3.0,1.0,6263000,3.0
11067,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Puops R,984,3.0,2.0,14000000,3.0
11068,Super built-up  Area,18-May,Hosa Road,2 BHK,SStusan,1089,2.0,1.0,3267000,2.0
11069,Built-up  Area,Ready To Move,Byrathi Village,2 BHK,,800,1.0,3.0,9500000,2.0
11070,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Aklia R,1345,2.0,1.0,5700000,3.0
11071,Plot  Area,Ready To Move,Thanisandra,8 Bedroom,,3600,9.0,3.0,12500000,8.0
11072,Plot  Area,Ready To Move,Krishna Nagar,4 Bedroom,,1650,2.0,1.0,14000000,4.0
11073,Super built-up  Area,Ready To Move,Kaggalipura,2 BHK,Baowsig,950,2.0,1.0,4500000,2.0
11074,Super built-up  Area,Ready To Move,HBR Layout,2 BHK,Mantsce,1068,2.0,1.0,4300000,2.0
11075,Built-up  Area,Ready To Move,Yelahanka New Town,2 BHK,KHatsFl,860,1.0,2.0,3100000,2.0
11076,Built-up  Area,Ready To Move,Kengeri,8 Bedroom,,3000,5.0,,13000000,8.0
11077,Super built-up  Area,Ready To Move,Yelahanka,3 BHK,Pyikad ,1756,3.0,2.0,6673000,3.0
11078,Super built-up  Area,Ready To Move,Whitefield,2 BHK,SSthamh,1205,2.0,1.0,4100000,2.0
11079,Plot  Area,Ready To Move,Hoodi,8 Bedroom,,1120,8.0,,15500000,8.0
11080,Super built-up  Area,Ready To Move,Banashankari,3 BHK,Bregae ,1800,3.0,2.0,12500000,3.0
11081,Super built-up  Area,18-Jan,Ashok Nagar,4 BHK,,8321,5.0,2.0,291200000,4.0
11082,Built-up  Area,Ready To Move,Hormavu,3 BHK,Neise P,1604,3.0,0.0,6800000,3.0
11083,Super built-up  Area,18-May,Old Airport Road,4 BHK,Jaades ,2732,4.0,3.0,20400000,4.0
11084,Super built-up  Area,18-Dec,Chandapura,2 BHK,SunceEs,1015,2.0,2.0,2588000,2.0
11085,Super built-up  Area,Ready To Move,Banashankari,3 BHK,,1200,2.0,2.0,4200000,3.0
11086,Super built-up  Area,Ready To Move,Ananth Nagar,2 BHK,,1010,2.0,2.0,3800000,2.0
11087,Built-up  Area,Ready To Move,Nagarbhavi,2 Bedroom,,1250,3.0,0.0,17000000,2.0
11088,Super built-up  Area,Ready To Move,Doddakallasandra,2 BHK,,1010,2.0,1.0,4100000,2.0
11089,Super built-up  Area,Ready To Move,Yelahanka,2 BHK,DStus S,1050,2.0,2.0,3310000,2.0
11090,Super built-up  Area,Ready To Move,Harlur,3 BHK,,1710,3.0,2.0,8500000,3.0
11091,Super built-up  Area,19-Jan,Mysore Road,3 BHK,PrntaEn,1248.52,3.0,2.0,11500000,3.0
11092,Built-up  Area,Ready To Move,Attibele,1 BHK,,410,1.0,1.0,1000000,1.0
11093,Super built-up  Area,18-Oct,Bannerghatta Road,3 BHK,DSnjh S,1656,2.0,1.0,6293000,3.0
11094,Super built-up  Area,Ready To Move,Naganathapura,3 BHK,Malmsri,1451,3.0,1.0,6800000,3.0
11095,Super built-up  Area,Ready To Move,Giri Nagar,6 BHK,,1200,3.0,0.0,17500000,6.0
11096,Super built-up  Area,Ready To Move,JP Nagar,2 BHK,Maerar ,1250,2.0,2.0,9300000,2.0
11097,Plot  Area,Ready To Move,Meenakunte,3 Bedroom,Sreat R,4395,3.0,3.0,24000000,3.0
11098,Super built-up  Area,Ready To Move,Hebbal,4 BHK,Emceske,4600,6.0,2.0,65000000,4.0
11099,Built-up  Area,Ready To Move,Sonnenahalli,3 BHK,Laiteya,1340,2.0,3.0,4200000,3.0
11100,Super built-up  Area,Ready To Move,Abbaiah Reddy Layout,2 BHK,SSaveik,1100,2.0,2.0,3850000,2.0
11101,Super built-up  Area,Ready To Move,Whitefield,4 BHK,Toindls,6000,6.0,,70000000,4.0
11102,Super built-up  Area,Ready To Move, Devarachikkanahalli,3 BHK,Heate L,1700,3.0,1.0,7100000,3.0
11103,Plot  Area,Ready To Move,Yelahanka,6 Bedroom,,1200,5.0,0.0,15000000,6.0
11104,Super built-up  Area,Ready To Move,KR Puram,2 BHK,SViseun,1096,2.0,1.0,4300000,2.0
11105,Super built-up  Area,18-May,Electronic City Phase II,2 BHK,Sryalan,1160,2.0,1.0,3350000,2.0
11106,Built-up  Area,Ready To Move,"Sarjapur Road, ",3 BHK,,1936,3.0,2.0,13900000,3.0
11107,Super built-up  Area,Ready To Move,Nehru Nagar,3 BHK,Undge T,1269,2.0,2.0,6300000,3.0
11108,Super built-up  Area,19-Dec,Richmond Road,3 BHK,,3500,3.0,1.0,63000000,3.0
11109,Super built-up  Area,18-May,Panathur,3 BHK,Prcesvy,1586,3.0,1.0,12500000,3.0
11110,Super built-up  Area,18-Jul,Rajaji Nagar,2 BHK,ProdsWe,1376,2.0,1.0,12400000,2.0
11111,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,JRrnauv,1452,3.0,3.0,5650000,3.0
11112,Super built-up  Area,18-Aug,Hosa Road,3 BHK,Sosisic,1538,3.0,1.0,10700000,3.0
11113,Super built-up  Area,18-May,Hosur Road,3 BHK,PuendWe,1427,2.0,1.0,13000000,3.0
11114,Built-up  Area,Ready To Move,Upadhyaya Layout,2 BHK,,935,2.0,0.0,4000000,2.0
11115,Built-up  Area,Ready To Move,Ashwath Nagar,2 BHK,Raeusiy,1220,2.0,3.0,6500000,2.0
11116,Super built-up  Area,Ready To Move,Harlur,2 BHK,Prncyrn,1197,2.0,1.0,7700000,2.0
11117,Super built-up  Area,18-Dec,Varthur,2 BHK,,674,1.0,1.0,1990000,2.0
11118,Built-up  Area,Ready To Move,Kengeri,1 BHK,,410,1.0,1.0,1500000,1.0
11119,Built-up  Area,18-Apr,Thanisandra,3 BHK,Bhmesy ,1573,3.0,1.0,9000000,3.0
